distance_km,estimated_duration_min,avg_speed_kmh,road_type_score,traffic_level,weather_risk,rainfall_mm,time_of_day,day_of_week,urban_density,accident_risk_score,construction_risk_score,elevation_variation,temperature_c,humidity,wind_speed_kmh,season,region_type,vehicle_load_factor,road_condition_label
111.77,81.2,82.59,0.7,0.41,0.17,0.67,night,wednesday,0.22,0.46,0.35,10.59,19.56,0.51,12.96,summer,regional,0.37,Excellent
216.02,168.68,76.84,0.97,0.46,0.13,2.09,afternoon_peak,saturday,0.19,0.28,0.36,24.89,26.87,0.47,9.8,summer,regional,0.39,Excellent
53.88,67.21,48.1,0.69,0.58,0.43,3.27,midday,thursday,0.45,0.49,0.28,3.64,0.68,0.71,26.41,autumn,suburban,0.41,Good
242.89,173.86,83.82,0.95,0.43,0.15,0.98,morning_peak,friday,0.32,0.18,0.29,19.82,12.44,0.49,4.0,summer,regional,0.43,Excellent
13.36,26.92,29.77,0.56,0.88,0.4,2.57,afternoon_peak,sunday,0.89,0.53,0.31,1.0,12.96,0.69,15.02,autumn,urban,0.48,Poor
127.43,108.11,70.73,0.94,0.52,0.38,3.88,evening,thursday,0.21,0.41,0.19,11.38,11.77,0.6,21.22,autumn,regional,0.36,Good
211.94,178.08,71.41,0.77,0.41,0.63,4.09,evening,wednesday,0.37,0.38,0.19,17.51,8.42,0.7,23.12,autumn,regional,0.52,Good
78.25,90.1,52.11,0.63,0.53,0.86,9.88,afternoon_peak,friday,0.18,0.53,0.24,4.14,0.27,0.86,24.92,winter,regional,0.39,Moderate
36.38,61.32,35.59,0.43,0.69,0.6,3.81,morning_peak,monday,0.63,0.43,0.21,7.27,3.98,0.66,21.4,winter,suburban,0.45,Moderate
52.37,60.01,52.36,0.67,0.67,0.18,3.2,morning_peak,monday,0.55,0.6,0.25,17.0,8.81,0.51,16.43,summer,suburban,0.48,Moderate
141.76,123.24,69.02,0.93,0.62,0.37,2.25,morning_peak,thursday,0.35,0.53,0.22,11.46,15.28,0.57,14.41,spring,regional,0.43,Good
63.92,56.64,67.72,0.81,0.41,0.42,2.91,evening,thursday,0.17,0.36,0.24,1.0,4.64,0.62,16.42,spring,regional,0.45,Excellent
91.77,58.97,93.37,0.93,0.24,0.51,3.17,midday,saturday,0.29,0.3,0.16,15.84,3.52,0.68,25.07,autumn,regional,0.25,Excellent
15.33,34.23,26.87,0.41,0.72,0.52,4.69,early_morning,tuesday,0.93,0.49,0.33,1.0,7.14,0.71,14.4,autumn,urban,0.44,Moderate
68.8,99.4,41.53,0.46,0.74,0.39,3.45,morning_peak,friday,0.6,0.58,0.22,5.9,7.39,0.59,21.68,spring,suburban,0.48,Moderate
71.91,87.39,49.37,0.71,0.78,0.63,7.06,afternoon_peak,friday,0.56,0.6,0.25,7.66,19.29,0.68,11.52,autumn,suburban,0.65,Moderate
22.36,47.52,28.23,0.53,0.92,0.6,7.05,morning_peak,wednesday,0.87,0.44,0.33,6.23,4.38,0.75,22.81,winter,urban,0.53,Poor
245.55,188.29,78.25,0.87,0.39,0.19,0.51,midday,tuesday,0.15,0.28,0.32,26.37,24.46,0.5,18.41,summer,regional,0.46,Excellent
9.92,25.44,23.39,0.38,0.7,0.46,3.32,night,sunday,0.85,0.53,0.24,2.41,10.1,0.71,23.94,autumn,urban,0.46,Moderate
101.48,110.04,55.33,0.88,0.59,0.31,3.94,afternoon_peak,friday,0.21,0.34,0.35,13.61,7.88,0.54,22.68,spring,regional,0.41,Good
9.79,32.36,18.15,0.26,0.7,0.0,0.92,early_morning,thursday,0.83,0.41,0.38,6.52,17.13,0.36,18.09,summer,urban,0.56,Moderate
31.52,115.87,16.32,0.3,0.81,0.26,2.77,midday,friday,0.88,0.51,0.26,4.37,-4.77,0.57,21.31,spring,urban,0.52,Moderate
14.15,18.61,45.63,0.48,0.31,0.21,2.39,midday,sunday,0.4,0.28,0.32,4.41,18.78,0.48,11.93,summer,suburban,0.43,Good
147.75,118.95,74.53,0.62,0.57,0.56,6.6,afternoon_peak,wednesday,0.35,0.49,0.22,11.0,8.99,0.7,25.69,winter,regional,0.52,Moderate
68.75,50.44,81.79,0.67,0.37,0.43,2.57,evening,friday,0.36,0.4,0.23,11.34,9.5,0.69,21.76,autumn,regional,0.21,Good
266.11,222.38,71.8,0.77,0.24,0.14,1.04,evening,sunday,0.19,0.26,0.15,23.73,6.82,0.56,12.55,spring,regional,0.39,Excellent
12.49,26.6,28.17,0.31,0.83,0.59,2.8,morning_peak,friday,0.71,0.59,0.32,5.23,-2.92,0.67,22.52,winter,urban,0.53,Poor
20.16,26.35,45.91,0.63,0.56,0.33,2.3,midday,thursday,0.55,0.5,0.28,9.47,9.7,0.54,15.74,spring,suburban,0.42,Good
26.88,81.87,19.7,0.43,0.72,0.41,3.68,night,monday,0.91,0.51,0.43,7.18,11.29,0.63,15.14,autumn,urban,0.4,Poor
224.49,205.9,65.42,0.76,0.61,0.02,2.05,morning_peak,monday,0.33,0.34,0.31,22.11,21.2,0.44,6.8,summer,regional,0.43,Good
25.16,58.97,25.6,0.5,1.0,0.1,0.11,morning_peak,friday,0.92,0.45,0.4,6.2,10.94,0.47,16.05,summer,urban,0.58,Moderate
79.97,88.63,54.13,0.72,0.45,0.73,7.34,night,friday,0.43,0.41,0.28,17.67,2.66,0.77,26.81,winter,suburban,0.46,Moderate
71.93,58.77,73.44,0.76,0.46,0.46,4.77,afternoon_peak,tuesday,0.16,0.36,0.16,11.11,11.32,0.68,14.06,autumn,regional,0.36,Good
13.51,22.21,36.5,0.5,0.69,0.45,5.46,night,wednesday,0.69,0.41,0.25,6.14,8.04,0.55,17.83,autumn,suburban,0.47,Moderate
25.57,59.24,25.9,0.51,0.64,0.16,0.69,early_morning,saturday,0.81,0.47,0.47,3.47,13.49,0.54,18.45,summer,urban,0.43,Moderate
84.05,96.43,52.3,0.55,0.57,0.52,5.99,evening,thursday,0.56,0.43,0.26,5.67,4.14,0.75,30.67,winter,suburban,0.36,Moderate
10.27,21.74,28.36,0.41,0.72,0.13,0.0,morning_peak,monday,0.84,0.37,0.39,9.4,16.31,0.49,25.38,summer,urban,0.53,Moderate
178.36,147.63,72.49,0.8,0.4,0.22,2.1,early_morning,tuesday,0.31,0.29,0.21,19.59,8.28,0.53,13.93,spring,regional,0.53,Good
24.31,53.08,27.48,0.37,0.81,0.6,2.58,early_morning,friday,0.89,0.61,0.42,6.98,11.88,0.68,24.66,autumn,urban,0.48,Poor
6.94,22.61,18.42,0.29,0.82,0.33,1.32,night,wednesday,0.86,0.41,0.36,3.28,5.25,0.6,18.61,spring,urban,0.49,Poor
29.4,33.5,52.67,0.68,0.85,0.28,1.8,morning_peak,thursday,0.6,0.51,0.27,1.0,3.6,0.63,7.65,spring,suburban,0.62,Moderate
11.14,36.95,18.1,0.29,0.67,0.39,2.18,early_morning,thursday,0.77,0.45,0.23,10.41,11.13,0.73,23.06,autumn,urban,0.5,Moderate
30.36,47.29,38.52,0.63,0.48,0.1,1.29,midday,wednesday,0.45,0.34,0.44,1.0,15.96,0.48,13.02,summer,suburban,0.35,Good
41.45,60.28,41.25,0.72,0.8,0.23,1.76,afternoon_peak,wednesday,0.7,0.54,0.38,2.67,14.27,0.51,12.29,spring,suburban,0.42,Moderate
5.14,10.48,29.39,0.34,0.86,0.34,3.59,afternoon_peak,sunday,0.88,0.51,0.38,1.0,11.3,0.57,18.14,autumn,urban,0.57,Poor
20.49,25.77,47.71,0.72,0.76,0.19,1.16,morning_peak,wednesday,0.57,0.44,0.31,10.14,16.66,0.49,8.13,summer,suburban,0.55,Good
56.18,105.59,31.92,0.6,0.73,0.5,5.27,afternoon_peak,friday,0.72,0.58,0.23,10.47,8.71,0.63,18.68,autumn,suburban,0.48,Moderate
171.17,117.79,87.19,0.84,0.47,0.57,6.62,midday,monday,0.37,0.38,0.15,15.5,-0.35,0.68,27.24,winter,regional,0.43,Good
182.45,121.29,90.25,0.67,0.21,0.51,6.75,midday,saturday,0.15,0.39,0.24,15.42,7.72,0.66,19.26,winter,regional,0.43,Excellent
110.44,90.48,73.24,0.9,0.62,0.23,1.87,morning_peak,thursday,0.33,0.55,0.23,11.96,14.21,0.45,15.86,spring,regional,0.3,Good
12.67,18.24,41.7,0.45,0.51,0.38,3.76,morning_peak,saturday,0.4,0.33,0.28,4.78,20.1,0.59,20.79,autumn,suburban,0.49,Good
24.79,65.19,22.81,0.57,0.7,0.26,1.22,morning_peak,friday,0.83,0.55,0.32,12.63,11.04,0.55,12.52,spring,urban,0.48,Moderate
24.24,32.23,45.11,0.57,0.45,0.62,6.93,evening,sunday,0.54,0.41,0.2,13.02,-1.67,0.73,17.34,winter,suburban,0.31,Good
58.22,97.22,35.93,0.5,0.49,0.62,5.68,midday,saturday,0.53,0.44,0.26,5.0,0.05,0.73,25.47,winter,suburban,0.36,Moderate
270.7,208.4,77.94,0.69,0.45,0.51,7.12,afternoon_peak,saturday,0.14,0.48,0.26,21.83,8.83,0.65,18.21,autumn,regional,0.48,Moderate
13.2,31.56,25.1,0.41,0.83,0.26,3.55,afternoon_peak,wednesday,0.68,0.53,0.44,7.28,15.47,0.58,16.51,summer,urban,0.55,Moderate
119.91,94.94,75.78,0.67,0.52,0.23,3.92,morning_peak,monday,0.13,0.4,0.17,15.8,8.87,0.61,27.41,spring,regional,0.38,Good
24.47,58.35,25.17,0.56,0.73,0.58,7.71,morning_peak,saturday,0.97,0.52,0.36,2.04,1.54,0.65,21.26,winter,urban,0.51,Poor
15.74,33.94,27.81,0.53,0.88,0.17,2.02,afternoon_peak,tuesday,0.81,0.58,0.45,6.04,14.77,0.5,13.72,summer,urban,0.5,Moderate
27.75,72.78,22.88,0.52,0.74,0.27,3.29,midday,sunday,0.99,0.44,0.34,1.0,9.78,0.54,14.54,spring,urban,0.4,Poor
23.48,35.9,39.24,0.51,0.62,0.39,1.86,evening,friday,0.61,0.5,0.21,11.65,8.64,0.65,13.43,spring,suburban,0.36,Moderate
151.95,147.01,62.01,0.97,0.35,0.46,6.03,night,tuesday,0.37,0.31,0.31,15.15,7.82,0.58,23.2,spring,regional,0.47,Good
4.5,17.96,15.05,0.29,0.88,0.29,4.07,morning_peak,thursday,0.76,0.59,0.33,14.84,7.28,0.62,5.84,spring,urban,0.62,Poor
49.03,45.7,64.37,0.72,0.7,0.62,7.45,afternoon_peak,tuesday,0.29,0.57,0.21,7.48,1.21,0.77,22.87,winter,regional,0.55,Poor
30.81,55.01,33.61,0.34,0.61,0.67,4.64,evening,saturday,0.82,0.51,0.23,2.03,4.64,0.75,23.11,winter,urban,0.47,Poor
56.55,76.44,44.39,0.66,0.62,0.46,6.35,morning_peak,saturday,0.53,0.53,0.21,6.36,14.62,0.63,22.7,autumn,suburban,0.52,Moderate
211.29,185.62,68.3,0.71,0.58,0.27,1.63,morning_peak,sunday,0.4,0.37,0.16,21.65,12.88,0.57,13.99,spring,regional,0.4,Good
116.95,103.31,67.93,0.62,0.49,0.15,0.12,midday,thursday,0.41,0.34,0.18,16.51,4.97,0.5,20.91,spring,regional,0.4,Good
68.19,87.51,46.75,0.51,0.77,0.08,1.66,morning_peak,tuesday,0.66,0.44,0.44,10.17,16.85,0.4,11.0,summer,suburban,0.53,Moderate
233.38,185.19,75.61,0.7,0.37,0.59,3.17,midday,sunday,0.24,0.4,0.13,21.68,-0.91,0.82,31.67,winter,regional,0.43,Good
172.84,144.78,71.63,0.66,0.59,0.47,0.94,afternoon_peak,monday,0.37,0.48,0.19,17.09,15.31,0.65,20.19,autumn,regional,0.47,Good
22.92,44.46,30.93,0.48,0.62,0.68,4.23,midday,monday,0.78,0.47,0.32,3.72,2.45,0.77,27.36,winter,urban,0.41,Moderate
8.68,30.26,17.21,0.47,0.93,0.47,7.84,afternoon_peak,thursday,0.94,0.59,0.34,3.46,4.34,0.72,19.0,autumn,urban,0.59,Poor
25.83,61.41,25.23,0.26,0.64,0.52,2.17,evening,wednesday,0.88,0.49,0.28,3.6,8.02,0.76,8.59,spring,urban,0.42,Moderate
42.95,43.2,59.64,0.54,0.53,0.04,0.83,morning_peak,sunday,0.41,0.41,0.37,7.59,14.59,0.58,22.82,summer,suburban,0.38,Good
7.24,18.29,23.73,0.46,0.69,0.67,1.94,night,tuesday,1.0,0.45,0.33,15.58,5.08,0.69,31.9,winter,urban,0.43,Poor
129.31,93.56,82.93,0.97,0.36,0.37,1.61,early_morning,sunday,0.22,0.4,0.22,7.4,1.39,0.65,20.13,spring,regional,0.39,Excellent
254.28,231.87,65.8,0.69,0.4,0.22,1.73,early_morning,wednesday,0.2,0.4,0.37,18.89,22.56,0.62,22.55,summer,regional,0.46,Excellent
6.84,13.74,29.89,0.35,0.74,0.77,9.87,evening,friday,0.95,0.61,0.43,2.77,9.98,0.67,31.41,winter,urban,0.43,Very Poor
69.1,72.51,57.17,0.48,0.57,0.28,2.17,afternoon_peak,sunday,0.59,0.41,0.35,5.22,12.63,0.54,12.89,spring,suburban,0.31,Good
110.38,78.72,84.13,0.87,0.35,0.37,1.81,evening,tuesday,0.18,0.28,0.28,24.95,4.41,0.66,25.03,spring,regional,0.23,Good
138.74,105.65,78.79,0.78,0.46,0.63,4.61,midday,tuesday,0.37,0.46,0.24,26.81,9.2,0.76,15.52,winter,regional,0.38,Good
179.95,193.87,55.69,0.75,0.58,0.68,8.06,morning_peak,friday,0.31,0.46,0.23,18.82,8.95,0.81,28.21,winter,regional,0.47,Moderate
64.31,103.06,37.44,0.52,0.83,0.23,0.0,morning_peak,monday,0.58,0.48,0.21,10.31,0.85,0.55,22.83,spring,suburban,0.51,Moderate
54.8,90.38,36.38,0.65,0.71,0.71,8.86,morning_peak,tuesday,0.57,0.58,0.09,9.56,3.82,0.77,10.85,winter,suburban,0.46,Moderate
267.99,241.04,66.71,0.93,0.34,0.26,0.0,early_morning,saturday,0.41,0.38,0.22,24.9,0.3,0.57,15.83,spring,regional,0.37,Excellent
160.27,105.9,90.8,0.75,0.24,0.29,0.36,evening,thursday,0.12,0.32,0.12,12.91,7.57,0.57,9.15,spring,regional,0.4,Excellent
13.76,38.12,21.65,0.49,0.7,0.65,8.57,night,monday,0.72,0.56,0.3,4.82,3.79,0.79,18.37,winter,urban,0.5,Moderate
19.89,56.79,21.01,0.43,0.68,0.35,3.94,night,sunday,0.86,0.43,0.31,13.98,4.56,0.68,16.23,spring,urban,0.4,Moderate
300.3,215.71,83.53,0.86,0.68,0.08,0.39,afternoon_peak,friday,0.3,0.42,0.39,27.37,13.57,0.44,12.27,summer,regional,0.58,Good
48.07,37.71,76.48,0.64,0.44,0.53,2.37,early_morning,thursday,0.35,0.41,0.23,12.64,8.97,0.68,16.41,autumn,regional,0.39,Good
4.99,13.07,22.89,0.35,0.78,0.51,3.61,morning_peak,monday,0.76,0.41,0.35,8.6,5.53,0.57,19.45,autumn,urban,0.43,Poor
63.39,77.25,49.23,0.58,0.55,0.69,6.73,midday,monday,0.71,0.56,0.33,4.66,6.25,0.7,28.04,winter,suburban,0.45,Moderate
63.58,71.24,53.55,0.67,0.44,0.25,1.53,evening,monday,0.43,0.36,0.47,9.48,15.68,0.57,20.02,summer,suburban,0.37,Good
64.08,54.54,70.5,0.68,0.48,0.27,0.78,morning_peak,wednesday,0.14,0.41,0.2,5.52,8.48,0.46,17.52,spring,regional,0.43,Good
23.46,74.57,18.88,0.5,0.68,0.29,2.18,night,sunday,0.98,0.37,0.62,8.94,19.1,0.51,14.56,summer,urban,0.54,Moderate
19.96,22.83,52.45,0.46,0.41,0.3,0.41,night,sunday,0.46,0.38,0.24,1.28,8.06,0.61,13.9,spring,suburban,0.3,Excellent
133.49,109.3,73.28,0.62,0.53,0.22,1.56,midday,monday,0.39,0.37,0.34,15.72,20.18,0.56,18.97,summer,regional,0.28,Good
24.66,70.04,21.13,0.3,0.62,0.59,6.88,midday,sunday,0.75,0.49,0.22,1.0,0.18,0.67,26.17,winter,urban,0.48,Moderate
27.83,37.49,44.53,0.64,0.39,0.33,4.6,evening,thursday,0.41,0.36,0.32,9.6,6.11,0.59,26.79,autumn,suburban,0.4,Good
29.71,37.92,47.01,0.77,0.59,0.13,2.35,morning_peak,sunday,0.72,0.36,0.5,11.63,17.02,0.52,8.64,summer,suburban,0.34,Good
13.14,28.85,27.33,0.39,1.0,0.25,0.59,afternoon_peak,monday,0.88,0.5,0.43,1.81,15.3,0.6,21.82,summer,urban,0.6,Moderate
14.12,42.18,20.09,0.56,0.72,0.28,1.74,evening,tuesday,0.88,0.52,0.5,1.0,16.29,0.63,11.05,summer,urban,0.51,Moderate
209.11,170.93,73.4,0.74,0.59,0.07,0.01,afternoon_peak,wednesday,0.13,0.37,0.34,23.36,16.77,0.55,9.29,summer,regional,0.53,Good
82.56,105.64,46.89,0.57,0.43,0.13,1.9,midday,tuesday,0.47,0.34,0.43,4.5,18.72,0.53,8.69,summer,suburban,0.32,Excellent
4.4,11.38,23.2,0.26,0.72,0.45,4.65,night,tuesday,0.91,0.54,0.24,1.0,9.52,0.68,16.0,autumn,urban,0.55,Moderate
68.54,67.37,61.05,0.57,0.21,0.19,1.67,midday,saturday,0.38,0.28,0.25,16.29,18.16,0.45,19.01,summer,suburban,0.32,Excellent
66.65,75.71,52.82,0.53,0.65,0.11,0.98,early_morning,friday,0.62,0.38,0.47,11.93,18.68,0.4,11.01,summer,suburban,0.51,Good
96.29,95.38,60.57,0.93,0.49,0.59,6.12,afternoon_peak,thursday,0.38,0.5,0.32,1.0,5.99,0.65,26.29,autumn,regional,0.39,Moderate
83.09,76.37,65.28,0.88,0.36,0.41,2.51,night,friday,0.19,0.34,0.26,9.81,15.18,0.67,29.35,autumn,regional,0.38,Good
48.64,73.0,39.98,0.62,0.65,0.14,1.38,morning_peak,tuesday,0.42,0.37,0.42,6.59,15.68,0.51,7.77,summer,suburban,0.43,Good
26.75,101.1,15.88,0.34,0.9,0.18,1.33,afternoon_peak,monday,0.73,0.54,0.54,5.91,13.39,0.55,5.26,summer,urban,0.61,Moderate
64.47,84.32,45.88,0.5,0.31,0.62,1.83,evening,sunday,0.53,0.42,0.2,13.56,2.53,0.65,12.16,winter,suburban,0.4,Moderate
25.21,80.79,18.72,0.34,0.6,0.66,7.43,midday,wednesday,0.76,0.53,0.32,4.98,-3.8,0.67,23.71,winter,urban,0.39,Moderate
192.84,169.53,68.25,0.9,0.6,0.51,5.76,morning_peak,sunday,0.3,0.45,0.27,17.65,5.98,0.73,18.48,autumn,regional,0.41,Good
35.45,35.56,59.81,0.73,0.52,0.27,0.88,night,monday,0.57,0.38,0.31,6.89,10.84,0.62,13.53,spring,suburban,0.4,Good
237.26,197.79,71.98,0.9,0.36,0.24,2.35,evening,thursday,0.29,0.3,0.35,21.66,12.76,0.55,18.42,spring,regional,0.42,Excellent
224.34,162.57,82.8,0.76,0.42,0.17,2.71,midday,tuesday,0.4,0.26,0.37,21.92,21.7,0.49,15.82,summer,regional,0.34,Excellent
47.94,72.59,39.63,0.48,0.51,0.52,5.37,evening,thursday,0.46,0.4,0.28,15.59,19.24,0.73,14.38,autumn,suburban,0.48,Moderate
58.41,64.14,54.64,0.68,0.57,0.38,4.78,midday,monday,0.71,0.44,0.25,8.64,3.11,0.59,16.79,spring,suburban,0.4,Good
27.14,50.76,32.09,0.47,0.63,0.73,5.82,midday,tuesday,0.75,0.56,0.28,10.02,2.66,0.74,25.33,winter,urban,0.44,Poor
27.13,35.08,46.41,0.42,0.62,0.65,5.29,midday,monday,0.61,0.51,0.36,14.18,-4.27,0.72,20.66,winter,suburban,0.47,Moderate
131.36,90.26,87.33,0.93,0.39,0.5,6.48,midday,wednesday,0.14,0.37,0.15,18.78,4.5,0.64,29.27,autumn,regional,0.3,Good
166.53,113.65,87.92,0.91,0.5,0.24,1.68,afternoon_peak,monday,0.19,0.4,0.4,20.97,16.33,0.54,14.13,summer,regional,0.41,Excellent
24.75,63.02,23.56,0.43,0.66,0.35,1.53,midday,monday,0.81,0.47,0.32,15.2,11.14,0.55,14.0,spring,urban,0.5,Moderate
77.92,76.9,60.79,0.69,0.45,0.27,1.93,night,wednesday,0.61,0.35,0.31,7.4,4.28,0.69,20.91,spring,suburban,0.31,Good
17.42,39.54,26.43,0.37,0.67,0.19,1.4,midday,monday,0.73,0.36,0.23,2.36,6.29,0.5,6.51,spring,urban,0.51,Moderate
52.53,71.77,43.91,0.67,0.46,0.68,7.13,evening,wednesday,0.47,0.53,0.24,12.65,5.12,0.72,19.65,winter,suburban,0.48,Moderate
24.47,49.12,29.89,0.5,0.73,0.57,3.84,morning_peak,sunday,0.78,0.48,0.22,1.0,5.22,0.67,31.31,winter,urban,0.49,Moderate
239.29,190.41,75.4,0.63,0.53,0.35,2.38,afternoon_peak,monday,0.2,0.42,0.14,17.65,13.76,0.51,28.64,autumn,regional,0.49,Moderate
115.84,79.97,86.91,0.73,0.33,0.26,0.64,early_morning,thursday,0.13,0.38,0.21,24.71,20.47,0.48,19.07,spring,regional,0.27,Excellent
66.63,54.97,72.73,0.84,0.38,0.28,2.83,midday,monday,0.3,0.34,0.2,17.46,10.74,0.54,17.4,spring,regional,0.38,Excellent
4.85,10.9,26.73,0.32,0.7,0.21,2.3,midday,monday,0.71,0.39,0.46,1.0,17.23,0.49,18.08,summer,urban,0.43,Moderate
44.07,45.62,57.97,0.71,0.6,0.25,1.8,midday,wednesday,0.67,0.45,0.42,10.43,16.76,0.6,9.91,summer,suburban,0.39,Good
8.72,20.0,26.17,0.25,0.86,0.08,1.21,morning_peak,thursday,0.77,0.41,0.3,5.32,13.08,0.45,19.31,spring,urban,0.53,Moderate
61.29,113.07,32.52,0.46,0.67,0.67,2.59,midday,tuesday,0.57,0.52,0.22,10.27,-7.78,0.81,25.55,winter,suburban,0.53,Moderate
208.95,141.43,88.64,0.93,0.46,0.26,2.53,midday,friday,0.37,0.31,0.2,18.59,5.22,0.6,13.19,spring,regional,0.41,Good
82.36,85.77,57.62,0.72,0.52,0.15,0.36,early_morning,wednesday,0.5,0.41,0.33,1.0,19.27,0.4,12.13,summer,suburban,0.45,Excellent
5.45,12.01,27.21,0.37,0.71,0.55,2.8,evening,monday,0.89,0.55,0.26,1.0,7.23,0.67,14.91,autumn,urban,0.49,Moderate
55.37,83.25,39.9,0.66,0.73,0.61,5.35,morning_peak,friday,0.67,0.48,0.38,5.56,-1.37,0.73,23.81,winter,suburban,0.54,Moderate
51.21,51.34,59.85,0.7,0.53,0.59,7.87,evening,thursday,0.65,0.52,0.2,14.09,9.78,0.81,25.07,autumn,suburban,0.41,Moderate
101.23,90.63,67.01,0.86,0.35,0.42,4.07,early_morning,friday,0.2,0.34,0.16,10.74,15.32,0.54,19.23,autumn,regional,0.48,Good
228.48,186.39,73.55,0.66,0.38,0.48,7.63,night,wednesday,0.26,0.39,0.26,17.54,11.59,0.67,18.15,autumn,regional,0.42,Good
13.61,23.22,35.16,0.74,0.85,0.3,1.86,morning_peak,wednesday,0.61,0.6,0.34,9.07,18.4,0.59,9.93,summer,suburban,0.47,Moderate
16.65,58.74,17.0,0.44,0.81,0.46,5.09,afternoon_peak,friday,0.69,0.48,0.27,4.85,13.22,0.68,16.47,autumn,urban,0.54,Moderate
13.25,43.81,18.15,0.49,0.72,0.27,1.25,night,tuesday,0.82,0.49,0.19,2.64,18.64,0.58,17.52,spring,urban,0.53,Moderate
27.77,44.06,37.82,0.69,0.72,0.52,3.23,afternoon_peak,wednesday,0.7,0.54,0.3,6.34,9.75,0.66,19.52,autumn,suburban,0.57,Moderate
234.63,216.58,65.0,0.81,0.27,0.75,8.89,evening,saturday,0.24,0.32,0.21,24.4,-2.55,0.88,21.71,winter,regional,0.42,Good
158.11,117.99,80.4,0.63,0.27,0.19,1.99,evening,saturday,0.25,0.26,0.25,11.84,17.63,0.6,11.53,summer,regional,0.4,Excellent
8.66,20.21,25.69,0.46,0.69,0.32,2.32,night,thursday,0.78,0.46,0.45,1.0,14.16,0.61,12.04,summer,urban,0.46,Moderate
264.78,188.21,84.41,0.8,0.38,0.06,0.0,evening,tuesday,0.31,0.38,0.27,30.31,13.91,0.5,18.35,summer,regional,0.4,Excellent
298.7,239.98,74.68,0.62,0.29,0.51,4.4,night,tuesday,0.16,0.3,0.28,31.13,9.95,0.66,19.07,autumn,regional,0.35,Good
94.47,65.55,86.47,0.83,0.44,0.28,2.0,evening,wednesday,0.31,0.36,0.13,9.01,11.88,0.5,6.11,spring,regional,0.36,Good
66.02,73.43,53.94,0.54,0.6,0.46,3.71,evening,friday,0.57,0.46,0.24,3.58,10.99,0.72,19.86,autumn,suburban,0.45,Moderate
11.14,23.85,28.03,0.39,0.67,0.29,2.25,night,friday,0.74,0.52,0.43,3.42,24.2,0.55,14.93,summer,urban,0.45,Moderate
31.31,84.81,22.15,0.35,0.94,0.48,5.03,early_morning,thursday,0.97,0.63,0.35,10.6,5.57,0.66,16.12,autumn,urban,0.63,Poor
291.6,210.75,83.02,0.63,0.57,0.35,4.51,morning_peak,sunday,0.38,0.51,0.19,33.05,12.14,0.63,19.12,autumn,regional,0.48,Moderate
31.98,82.91,23.14,0.41,0.91,0.56,5.64,afternoon_peak,thursday,0.92,0.55,0.31,9.55,8.52,0.7,21.51,autumn,urban,0.49,Poor
257.59,246.36,62.73,0.92,0.57,0.57,0.78,morning_peak,monday,0.31,0.45,0.27,17.54,0.97,0.64,23.08,winter,regional,0.5,Good
6.69,13.63,29.43,0.38,0.66,0.31,3.39,midday,monday,0.79,0.4,0.3,9.71,8.14,0.59,18.18,spring,urban,0.56,Moderate
6.57,12.79,30.85,0.25,0.77,0.21,1.86,evening,tuesday,0.98,0.48,0.48,8.7,17.58,0.65,14.93,summer,urban,0.55,Poor
77.75,140.33,33.24,0.53,0.77,0.32,3.64,morning_peak,friday,0.62,0.39,0.22,4.34,6.6,0.56,14.08,spring,suburban,0.55,Moderate
21.12,39.73,31.89,0.48,0.72,0.39,3.12,early_morning,monday,0.93,0.46,0.31,7.38,4.75,0.68,11.81,spring,urban,0.38,Moderate
12.23,29.01,25.29,0.3,0.87,0.47,4.54,morning_peak,thursday,0.81,0.58,0.19,3.24,6.04,0.59,23.73,autumn,urban,0.54,Poor
20.99,29.16,43.19,0.51,0.59,0.69,6.24,evening,thursday,0.54,0.52,0.2,1.0,3.12,0.74,26.77,winter,suburban,0.43,Moderate
44.26,64.08,41.44,0.44,0.38,0.11,1.41,early_morning,sunday,0.44,0.25,0.44,13.3,21.19,0.49,11.5,summer,suburban,0.4,Excellent
81.74,87.18,56.26,0.46,0.5,0.66,7.21,early_morning,monday,0.45,0.43,0.29,8.73,8.85,0.77,16.33,autumn,suburban,0.45,Moderate
199.45,227.2,52.67,0.98,0.77,0.55,2.42,morning_peak,monday,0.33,0.55,0.09,20.98,4.23,0.63,16.55,winter,regional,0.64,Moderate
10.3,30.34,20.38,0.26,0.77,0.13,1.84,morning_peak,friday,0.72,0.47,0.29,13.2,7.06,0.46,14.83,spring,urban,0.43,Moderate
29.24,71.78,24.44,0.32,0.76,0.19,0.6,midday,tuesday,0.83,0.48,0.32,8.39,10.77,0.45,4.0,spring,urban,0.47,Moderate
4.41,12.37,21.39,0.25,0.64,0.26,2.18,evening,saturday,0.91,0.46,0.51,4.95,19.92,0.53,17.9,summer,urban,0.39,Moderate
162.08,110.86,87.72,0.97,0.31,0.26,2.59,midday,friday,0.16,0.25,0.3,10.14,10.49,0.48,18.14,summer,regional,0.39,Excellent
68.7,106.35,38.76,0.58,0.58,0.31,1.42,midday,thursday,0.57,0.45,0.26,12.6,13.18,0.56,21.58,spring,suburban,0.43,Good
76.67,101.68,45.24,0.77,0.44,0.07,2.19,early_morning,sunday,0.59,0.35,0.42,11.51,21.89,0.41,9.12,summer,suburban,0.41,Good
